ETABLISSEMENT_Type;ETABLISSEMENT_Nom;FORMATION_Nom;FORMATION_Domaine;FORMATION_Specialite;FORMATION_Descriptif;FORMATION_Niveau_de_diplme_lentree;FORMATION_Niveau_de_diplme_en_sortie;FORMATION_Duree_en_annees;FORMATION_Total_ECTS;UNITE_DE_VALEUR_COURS_Questions_ENV_au_sens_large_evoquees_oui_non;UNITE_DE_VALEUR_COURS_Enjeux_transition_energetiqueclimat_abordes_oui_non;UNITE_DE_VALEUR_COURS_Nom_du_cours;UNITE_DE_VALEUR_COURS_Cours_optionnel_ou_obligatoire;UNITE_DE_VALEUR_COURS_Duree_du_cours_en_nombre_dheures;UNITE_DE_VALEUR_COURS_Formation_initiale_ou_continue
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;non;Economie_et_politique_de_lenvironnement;Obligatoire;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;non;Theories_de_la_gestion_sociale_de_lenvironnement;Obligatoire;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;non;Macrodynamique_appliquee_aux_problematiques_de_la_pollution_et_des_ressources_naturelles;Optionnel;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;non;non;Economie_de_leau;Optionnel;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;non;Gestion_de_lenvironnement;Optionnel;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;non;Environnement_et_commerce_international;Optionnel;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;non;Economie_industrielle_et_developpement_durable;Optionnel;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;non;Economie_du_changement_climatique;Optionnel;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;non;non;Theorie_des_contrats_appliquee_au_developpement_durable;Optionnel;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;non;non;Finance_des_matieres_premieres;Optionnel;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;non;Economie_de_la_biodiversite_et_des_services_ecosystemiques;Optionnel;20.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;non;non;Controverses_environnementales_et_anthropologies_de_la_nature;Optionnel;50.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;non;non;Ville_et_energie;Optionnel;12.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;non;non;Geopolitique_des_ressources_energetiques;Optionnel;12.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_environnement;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;non;non;Droit_et_energies_renouvelables;Optionnel;12.0;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_energie;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;non;oui;Economie_et_geopolitique_de_lenergie;Obligatoire;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_energie;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;oui;Analyse_des_filieres_de_la_demande_et_de_lefficacite_energetique;Obligatoire;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_energie;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;non;oui;Bilans_energetiques_Analyse_de_la_demande_et_efficacite_energetique;Optionnel;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_energie;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;non;Economie_politique_de_lenvironnement;Optionnel;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_energie;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;oui;oui;Energie_Climat_Societe_Economie_du_changement_global;Optionnel;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_economie_du_developpement_durable_de_lenvironnement_et_de_lenergie_Parcours_energie;Sciences_Technologie_Sante;Economie;Lobjectif_du_Master_est_de_permettre_la_mobilisation_de_domaines_de_competences_multiples_economie_sciences_de_lingenieur_sciences_du_vivant_et_la_maitrise_des_outils_analyse_economique_modelisation_analyse_institutionnelle_gouvernance_par_de_futurs_chercheurs_et_cadres_de_haut_niveau_afin_quils_inscrivent_leurs_actions_dans_une_logique_de_gouvernance_durable_Il_sagit_de_leur_offrir_une_bonne_comprehension_des_enjeux_et_concepts_et_de_leur_permettre_de_repondre_avec_pertinence_et_creativite_aux_defis_du_XXI_siecle_pressions_sur_lenvironnement_inegalites_NordSud_demographie_structuration_du_tissu_economique_lechelle_locale_et_globale;Bac+4;Bac+5;1.0;;non;oui;Conduite_de_projets_et_analyse_technicoeconomique_et_environnementale_approfondie_des_filieres_nergies_renouvelables_et_Maitrise_de_lenergie;Optionnel;;1.0
