"Autres","Université Paris-Dauphine","L1 : Parcours Initial Talents","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+0","Bac+1","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","L1 : GBD Londres","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+0","Bac+1","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","L2 : Parcours Initial","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+1","Bac+2","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Improbable","Improbable","Grand enjeux contemporains","Appréhender de grands enjeux sociaux, culturels et politiques du monde contemporain","Obligatoire","2.0","18.0","Évaluation : 50% examen, 50% Contrôle Continue","","1.0"
"Autres","Université Paris-Dauphine","L2 : Parcours Initial","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+1","Bac+2","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Oui","Oui","Sciences et technologies en société","La « démocratie du carbone » de Timothy Mitchell : comment le charbon puis le pétrole ont façonné nos démocraties.","Optionnel","2.0","18.0","Devoir sur table de 1h30 à chaque semestre.","","1.0"
"Autres","Université Paris-Dauphine","L2 : Parcours Initial","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+1","Bac+2","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Improbable","Improbable","Histoire économique contemporaine","Comprendre l'histoire économique du monde au XXè siècle","Optionnel","2.0","36.0","examen final","","1.0"
"Autres","Université Paris-Dauphine","L2 : Parcours Initial Talents","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+1","Bac+2","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Improbable","Improbable","Grand enjeux contemporains 1","Appréhender de grands enjeux sociaux, culturels et politiques du monde contemporain","Obligatoire","2.0","18.0","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","L2 : Parcours Initial Talents","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+1","Bac+2","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Improbable","Improbable","Grand enjeux contemporains 2","Appréhender de grands enjeux sociaux, culturels et politiques du monde contemporain","Obligatoire","2.0","18.0","Évaluation : 50% examen, 50% Contrôle Continue","","1.0"
"Autres","Université Paris-Dauphine","L2 : GBD Londres","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+1","Bac+2","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","L3 : Parcours Sciences de la Société","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+2","Bac+3","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Improbable","Improbable","Sociologie de la mondialisation","Mécanismes qui gouvernent ce processus d’accélération des échanges, d’extension et d’intensification des relations sociales","Obligatoire","2 ETC","Non indiqué ","examen final","","1.0"
"Autres","Université Paris-Dauphine","L3 : Parcours Sciences de la Société","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+2","Bac+3","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Oui","Improbable","Économie du développement","Notion de développement, croissance et développement, développement soutenable. Croissance de la productivité, révolution verte. ","Optionnel","4 ETC","39 h","Examen terminal, travail personnel (exposé, fiche de lecture ou mini-mémoire).","","1.0"
"Autres","Université Paris-Dauphine","L3 : Parcours Sciences Economiques et Sociales","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+2","Bac+3","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Oui","Improbable","Économie du développement","Notion de développement, croissance et développement, développement soutenable. Croissance de la productivité, révolution verte. ","Optionnel","4 ETC","40 h","Examen terminal, travail personnel (exposé, fiche de lecture ou mini-mémoire).","","1.0"
"Autres","Université Paris-Dauphine","L3 : Parcours Action Publique","Sciences Humaines et sociales","Sciences sociales","La Dauphine licence Sciences sociales (D-L3 Sciences sociales) propose une formation pluridisciplinaire. Dans ce but, elle associe méthodes quantitatives et qualitatives dans le cadre d’enseignements de sociologie, de science politique, d’économie et de droit. Dans un environnement dans lequel les métiers sont de moins en moins monodisciplinaires, la Dauphine licence Sciences sociales offre une formation diversifiée, préparant à la professionnalisation tout en étant ouverte sur le monde de la recherche.","Bac+2","Bac+3","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/L3SCS/description/","Improbable","Improbable","Sociologie de la mondialisation","Mécanismes qui gouvernent ce processus d’accélération des échanges, d’extension et d’intensification des relations sociales","Obligatoire","2 ETC","Non indiqué ","examen final","","1.0"
