"","ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","",""
"Université","Université de Strasbourg","DUT Mesures physiques","Sciences, Technologie, Santé","Mesures physiques ","La formation MP se caractérise par un enseignement pluritechnique à forte coloration scientifique et technologique. Les matières enseignées sont le reflet des domaines de compétences attendus par les professionnels du secteur et dépendent aussi de la spécialité choisie en seconde année :","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH57&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN8329&cHash=33874667dac9c1247265e49afd447fda","Improbable","Improbable","Thermodynamique","non indiqué","Obligatoire","non indiqué","29.5","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Mesures physiques","Sciences, Technologie, Santé","Mesures physiques ","La formation MP se caractérise par un enseignement pluritechnique à forte coloration scientifique et technologique. Les matières enseignées sont le reflet des domaines de compétences attendus par les professionnels du secteur et dépendent aussi de la spécialité choisie en seconde année :","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH57&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN8595&cHash=d3b4b426eb7ce7801d597f9e281e73d1","Improbable","Improbable","Option TI TP techniques nucléaires","non indiqué","Optionnel","non indiqué","16.0","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Mesures physiques","Sciences, Technologie, Santé","Mesures physiques ","La formation MP se caractérise par un enseignement pluritechnique à forte coloration scientifique et technologique. Les matières enseignées sont le reflet des domaines de compétences attendus par les professionnels du secteur et dépendent aussi de la spécialité choisie en seconde année :","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH57&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN9668&cHash=88ecc25195661e795248844b57a7f1bf","Improbable","Improbable","Physique nucléaire","non indiqué","Obligatoire","non indiqué","20.75","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Mesures physiques","Sciences, Technologie, Santé","Mesures physiques ","La formation MP se caractérise par un enseignement pluritechnique à forte coloration scientifique et technologique. Les matières enseignées sont le reflet des domaines de compétences attendus par les professionnels du secteur et dépendent aussi de la spécialité choisie en seconde année :","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH57&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN9709&cHash=c0d3eac157e90a12559f968c32a183ae","Oui","Improbable","Option MCPC Biomatériaux","non indiqué","Optionnel","non indiqué","5.75","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Mesures physiques","Sciences, Technologie, Santé","Mesures physiques ","La formation MP se caractérise par un enseignement pluritechnique à forte coloration scientifique et technologique. Les matières enseignées sont le reflet des domaines de compétences attendus par les professionnels du secteur et dépendent aussi de la spécialité choisie en seconde année :","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH57&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN9711&cHash=4c5a998831e7041293391b45793de23b","Improbable","Improbable","Option TI TP déchets nucléaires","non indiqué","Optionnel","non indiqué","8.0","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Métiers du multimédia et de l'Internet","Sciences, Technologie, Santé","DUT Métiers du multimédia et de l'Internet","Le DUT Métiers du Multimédia et de l’Internet vise à former des techniciens polyvalents dans le domaine de la communication et des technologies numériques, pour des secteurs d’activités qui vont de la création de supports de communication, à la conception de contenus audiovisuels en passant par le développement de sites et services Web.","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH52&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN12547&cHash=6b01bcf9197eb5f0b72d91e82a021185","Improbable","Improbable","Culture scientifique et traitement de l'information","non indiqué","Obligatoire","non indiqué","45.0","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Qualité, logistique industrielle et organisation","Droit, Economie, Gestion","Qualité, logistique industrielle et organisation","Le diplômé du DUT QLIO a vocation à occuper un emploi dans la production de biens et de services quel que soit le secteur d’activités. Il réalise des missions de planification, gestion des ressources, gestion des articles et management par la qualité sur l’ensemble des secteurs de l’entreprise : Approvisionnement, stockage/magasinage, fabrication, distribution, démontage, recyclage.","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH53&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN11184&cHash=9678307b724fb651254935cc72677814","Oui","Improbable","Hygiène sécurité environnement, développement durable et responsabilité sociétale","Référentiels, certification et autoévaluation, Normes relatives à l'hygiène, la sécurité, l'environnement, au développement durable et la responsabilité sociétale","Obligatoire","non indiqué","30.0","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Qualité, logistique industrielle et organisation","Droit, Economie, Gestion","Qualité, logistique industrielle et organisation","Le diplômé du DUT QLIO a vocation à occuper un emploi dans la production de biens et de services quel que soit le secteur d’activités. Il réalise des missions de planification, gestion des ressources, gestion des articles et management par la qualité sur l’ensemble des secteurs de l’entreprise : Approvisionnement, stockage/magasinage, fabrication, distribution, démontage, recyclage.","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH53&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN11185&cHash=21cbfb256b07cd386cc694a7b2af5cbf","Improbable","Improbable","Caractérisation d'un système de production","Typologie de production, Moyens de production, manutention, stockage, contrôle, Représentation des flux (graphe de flux, analyse de déroulement)Connaissance des aspects statiques et dynamiques des flux","Obligatoire","non indiqué","30.0","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Qualité, logistique industrielle et organisation","Droit, Economie, Gestion","Qualité, logistique industrielle et organisation","Le diplômé du DUT QLIO a vocation à occuper un emploi dans la production de biens et de services quel que soit le secteur d’activités. Il réalise des missions de planification, gestion des ressources, gestion des articles et management par la qualité sur l’ensemble des secteurs de l’entreprise : Approvisionnement, stockage/magasinage, fabrication, distribution, démontage, recyclage.","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH53&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN11188&cHash=f4cf175f4dc733aad0b16c9e7504f49e","Improbable","Improbable","Industrialisation","Processus d'industrialisationMoyens de production, poste de charge, poste de travail, moyens de manutention de stockage et de contrôleModes de description d'un processus de productionSûreté de fonctionnement","Obligatoire","non indiqué","30.0","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Qualité, logistique industrielle et organisation","Droit, Economie, Gestion","Qualité, logistique industrielle et organisation","Le diplômé du DUT QLIO a vocation à occuper un emploi dans la production de biens et de services quel que soit le secteur d’activités. Il réalise des missions de planification, gestion des ressources, gestion des articles et management par la qualité sur l’ensemble des secteurs de l’entreprise : Approvisionnement, stockage/magasinage, fabrication, distribution, démontage, recyclage.","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH53&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN11189&cHash=c95b490668e0585b8d849ebfa275707b","Oui","Improbable","Eco-conception","Réalisation et analyse de dessins techniques, Détermination des besoins matières,  Analyse du cycle de vie du produit, Analyse du cycle de vie du produit,  Impact de la conception sur le processus de recyclage","Obligatoire","non indiqué","30.0","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Qualité, logistique industrielle et organisation","Droit, Economie, Gestion","Qualité, logistique industrielle et organisation","Le diplômé du DUT QLIO a vocation à occuper un emploi dans la production de biens et de services quel que soit le secteur d’activités. Il réalise des missions de planification, gestion des ressources, gestion des articles et management par la qualité sur l’ensemble des secteurs de l’entreprise : Approvisionnement, stockage/magasinage, fabrication, distribution, démontage, recyclage.","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH53&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN11190&cHash=886242a762ac22b8f798a6a50dce6f72","Improbable","Improbable","Système de production","identifier les activités d’un processus de fabrication d’un produit simples, structure d’un système de production et ses relations internes (aspects fonctionnels et technologiques), les degrés d’automatisation d’un système de productionles, flux de produits et les flux d’information nécessaires au pilotage et à la production","Obligatoire","non indiqué","30.0","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Qualité, logistique industrielle et organisation","Droit, Economie, Gestion","Qualité, logistique industrielle et organisation","Le diplômé du DUT QLIO a vocation à occuper un emploi dans la production de biens et de services quel que soit le secteur d’activités. Il réalise des missions de planification, gestion des ressources, gestion des articles et management par la qualité sur l’ensemble des secteurs de l’entreprise : Approvisionnement, stockage/magasinage, fabrication, distribution, démontage, recyclage.","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH53&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN11192&cHash=07373631c053b7cc8067876d6ed66cc9","Oui","Improbable","Approche économique et comptable","Notion d’entreprise et de création de richesse (de valeur ajoutée), Analyse de l’environnement, Notion de Responsabilité Sociale/Sociétale et Environnementale, Balance, bilan comptable","Obligatoire","non indiqué","30.0","non indiqué","","1.0"
"Université","Université de Strasbourg","DUT Qualité, logistique industrielle et organisation","Droit, Economie, Gestion","Qualité, logistique industrielle et organisation","Le diplômé du DUT QLIO a vocation à occuper un emploi dans la production de biens et de services quel que soit le secteur d’activités. Il réalise des missions de planification, gestion des ressources, gestion des articles et management par la qualité sur l’ensemble des secteurs de l’entreprise : Approvisionnement, stockage/magasinage, fabrication, distribution, démontage, recyclage.","Bac+0","Bac+2","2.0","120.0","https://www.unistra.fr/index.php?id=27884&tx_unistrarof_pi1%5Brof-program%5D=FH53&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN11187&cHash=ae5773c319f6aad64b6c4e56655073f5","Improbable","Improbable","Typologie des produits et des procédés","Typologie de produits, de productions et d'entreprises, secteurs d'activitéь Contraintes induites par les produits et les procédés sur les activités de production (Qualité, Logistique, Organisation, Hygiène et Sécurité, Environnement),  Procédés d'élaboration et de transformation de matériaux","Obligatoire","non indiqué","30.0","non indiqué","","1.0"
